SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
CLORIDRATO DE CINACALCETE,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507517090007506,1514300260056,8901148237049,    -     ,    -     ,CLORIDRATO DE CINACALCETE,30 MG COM REV CT BL AL PLAS PVC TRANS X 30,H4F - PRODUTOS ANTIPARATIREOIDEANOS,Genérico,Regulado,372.13,416.79,481.64,515.04,448.35,518.64,451.07,522.28,453.82,537.41,559.11,643.37,686.51,619.82,691.15,623.58,695.84,627.38,715.31,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE CINACALCETE,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507517090007006,1514300260102,8901148236981,    -     ,    -     ,CLORIDRATO DE CINACALCETE,60 MG COM REV CT BL AL PLAS PVC TRANS X 30,H4F - PRODUTOS ANTIPARATIREOIDEANOS,Genérico,Regulado,727.83,815.17,942.0,1007.33,876.9,1014.36,882.22,1021.5,887.6,1051.07,1093.52,1258.31,1342.69,1212.26,1351.76,1219.62,1360.95,1227.05,1399.01,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE DEXMEDETOMIDINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508018090122706,1004312330012,7891317002374,    -     ,    -     ,CLORIDRATO DE DEXMEDETOMIDINA,100 MCG/ML SOL INJ IV CT 5 FA VD TRANS X 2 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,494.52,494.52,561.95,595.81,595.81,599.42,599.42,603.07,603.07,618.15,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DEXMEDETOMIDINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020080707,1029804660011,7896676435054,    -     ,    -     ,CLORIDRATO DE DEXMEDETOMIDINA,100 MCG/ML SOL INJ IV CX 5 FA VD TRANS X 2 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,494.52,494.52,561.95,595.81,595.81,599.42,599.42,603.07,603.07,618.15,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOBUTAMINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520712110085306,1037005820035,7896112136378,    -     ,    -     ,CLORIDRATO DE DOBUTAMINA,250 MG  SOL INJ IV CX 50 AMP VD TRANS X 20 ML,C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Genérico,Regulado,1050.44,1050.44,1193.68,1265.59,1265.59,1273.26,1273.26,1281.02,1281.02,1313.05,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOBUTAMINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511608301156117,1134301170025,7898123905905,    -     ,    -     ,CLORIDRATO DE DOBUTAMINA,"12,5 MG/ML SOL INJ IV CX 10 AMP VD TRANS X 20 ML",C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Genérico,Regulado,209.97,209.97,238.6,252.98,252.98,254.51,254.51,256.06,256.06,262.46,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOBUTAMINA,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511804001151111,1038700570015,7898122912850,    -     ,    -     ,CLORIDRATO DE DOBUTAMINA,"12,5 MG/ML SOL INJ CX 10 AMP VD AMB 20 ML",C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Genérico,Regulado,210.12,210.12,238.77,253.16,253.16,254.69,254.69,256.24,256.24,262.65,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DONEPEZILA,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532712120012906,1052500420023,8902220108677,    -     ,    -     ,CLORIDRATO DE DONEPEZILA,5 MG COM REV CT BL AL/AL X 30,"N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE",Genérico,Regulado,275.64,275.64,313.23,332.1,332.1,334.11,334.11,336.15,336.15,344.55,381.06,433.02,459.11,459.11,461.89,461.89,464.71,464.71,476.32,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DONEPEZILA,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532712120013006,1052500420058,8902220108721,    -     ,    -     ,CLORIDRATO DE DONEPEZILA,10 MG COM REV CT BL AL/AL X 30,"N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE",Genérico,Regulado,306.25,306.25,348.01,368.98,368.98,371.21,371.21,373.48,373.48,382.81,423.37,481.1,510.09,510.09,513.18,513.18,516.31,516.31,529.21,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOPAMINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511616040042806,1134301160046,7898123906384,    -     ,    -     ,CLORIDRATO DE DOPAMINA,5 MG/ML SOL INJ CX 100 AMP VD AMB X 10 ML,C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Genérico,Regulado,122.51,122.51,139.22,147.6,147.6,148.5,148.5,149.4,149.4,153.14,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOXORRUBICINA,44.363.661/0001-57,GLENMARK FARMACÊUTICA LTDA,521903502156117,1101302320024,7897473202054,    -     ,    -     ,CLORIDRATO DE DOXORRUBICINA,50 MG PO LIOF P/ SOL INJ CT FA VD TRANS,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Genérico,Regulado,125.48,125.48,142.59,151.18,151.18,152.1,152.1,153.02,153.02,156.85,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DOXORRUBICINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508003803152112,1004300040030,7891317462666,    -     ,    -     ,CLORIDRATO DE DOXORRUBICINA,50 MG PO LIOF SOL INJ CT 10 FA VD TRANS X 50 ML,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Genérico,Regulado,1307.01,1307.01,1485.24,1574.71,1574.71,1584.25,1584.25,1593.91,1593.91,1633.76,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DULOXETINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538814100049906,1677303890039,7894916116804,    -     ,    -     ,CLORIDRATO DE DULOXETINA,30 MG CAP DURA LIB RETARD CT BL AL AL X 30,N6A5 - ANTIDEPRESSIVOS SNRI,Genérico,Regulado,106.32,106.32,120.82,128.1,128.1,128.87,128.87,129.66,129.66,132.9,146.98,167.03,177.09,177.09,178.16,178.16,179.25,179.25,183.73,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DULOXETINA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538814100050006,1677303890081,7894916148023,    -     ,    -     ,CLORIDRATO DE DULOXETINA,60 MG CAP DURA LIB RETARD CT BL AL AL X 30,N6A5 - ANTIDEPRESSIVOS SNRI,Genérico,Regulado,212.65,212.65,241.65,256.2,256.2,257.76,257.76,259.33,259.33,265.81,293.98,334.07,354.18,354.18,356.34,356.34,358.51,358.51,367.47,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DULOXETINA,57.507.378/0003-65,EMS S/A,541815020009906,1023510880082,7896004747774,    -     ,    -     ,CLORIDRATO DE DULOXETINA,60 MG CAP DURA LIB RETARD CT BL AL AL X 30,N6A5 - ANTIDEPRESSIVOS SNRI,Genérico,Regulado,212.65,212.65,241.65,256.2,256.2,257.76,257.76,259.33,259.33,265.81,293.98,334.07,354.18,354.18,356.34,356.34,358.51,358.51,367.47,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE DULOXETINA,57.507.378/0003-65,EMS S/A,541815070013306,1023510880031,7896004754949,    -     ,    -     ,CLORIDRATO DE DULOXETINA,30 MG CAP DURA LIB RETARD CT BL AL AL X 30 ,N6A5 - ANTIDEPRESSIVOS SNRI,Genérico,Regulado,106.33,106.33,120.83,128.11,128.11,128.88,128.88,129.67,129.67,132.91,146.99,167.04,177.1,177.1,178.17,178.17,179.26,179.26,183.74,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE EPIRRUBICINA,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538001403159117,1553700150038,7898932797036,    -     ,    -     ,CLORIDRATO DE EPIRRUBICINA,2 MG/ML SOL INJ IV CT FR VD TRANS X 25 ML,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Genérico,Regulado,241.34,241.34,274.25,290.77,290.77,292.53,292.53,294.32,294.32,301.68,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE FINGOLIMODE,57.507.378/0003-65,EMS S/A,541816120018306,1023511720038,7896004756240,7896004759234,    -     ,CLORIDRATO DE FINGOLIMODE,"0,5 MG CAP DURA CT BL AL PLAS PVDC OPC X 28",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Genérico,Regulado,3731.52,4179.3,4829.55,5164.48,4495.8,5200.55,4523.05,5237.13,4550.63,5388.75,5606.38,6451.24,6883.86,6215.18,6930.35,6252.85,6977.47,6290.98,7172.61,Não,Sim,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE FLUOXETINA,02.814.497/0001-07,CIMED INDÚSTRIA DE MEDICAMENTOS LTDA,506418110036116,1438102010038,7896523226507,7896523227122,    -     ,CLORIDRATO DE FLUOXETINA,20 MG CAP DURA CT BL AL PLAS TRANS X 28,N6A4 - ANTIDEPRESSIVOS SSRI,Genérico,Regulado,101.65,101.65,115.51,122.47,122.47,123.21,123.21,123.96,123.96,127.06,140.53,159.69,169.31,169.31,170.33,170.33,171.37,171.37,175.65,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE FLUOXETINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520726902116113,1037004870063,7896112125723,    -     ,    -     ,CLORIDRATO DE FLUOXETINA (PORT 344/98 - LISTA C1),20 MG CAP GEL DURA CT BL AL PLAS TRANS X 70,N6A4 - ANTIDEPRESSIVOS SSRI,Genérico,Regulado,157.26,157.26,178.7,189.47,189.47,190.62,190.62,191.78,191.78,196.58,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504413060035106,1163700770021,7896014663811,    -     ,    -     ,CLORIDRATO DE GENCITABINA,1000 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Genérico,Regulado,596.59,596.59,677.94,718.78,718.78,723.14,723.14,727.55,727.55,745.74,824.75,937.21,993.67,993.67,999.7,999.7,1005.8,1005.8,1030.94,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538001002154114,1553700110028,7898902274598,    -     ,    -     ,CLORIDRATO DE GENCITABINA,1000 MG PO LIOF INJ CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Genérico,Regulado,596.57,596.57,677.92,718.76,718.76,723.12,723.12,727.52,727.52,745.71,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538001001158116,1553700110011,7898902274581,    -     ,    -     ,CLORIDRATO DE GENCITABINA,200 MG PO LIOF INJ CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Genérico,Regulado,119.87,119.87,136.22,144.42,144.42,145.3,145.3,146.18,146.18,149.84,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504413060035006,1163700770011,7896014663804,    -     ,    -     ,CLORIDRATO DE GENCITABINA,200 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Genérico,Regulado,119.88,119.88,136.23,144.43,144.43,145.31,145.31,146.2,146.2,149.85,165.73,188.33,199.67,199.67,200.88,200.88,202.11,202.11,207.16,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GRANISETRONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508014003152113,1004309120045,7891317462789,    -     ,    -     ,CLORIDRATO DE GRANISETRONA,1 MG/ML SOL INJ CT 10 AMP VD TRANS X 3 ML,"A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",Genérico,Regulado,1075.39,1075.39,1222.03,1295.65,1295.65,1303.5,1303.5,1311.45,1311.45,1344.24,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GRANISETRONA,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511817120010606,1038700680015,7898122913758,    -     ,    -     ,CLORIDRATO DE GRANISETRONA,1 MG/ML SOL INJ IV CT AMP VD TRANS X 3 ML,"A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",Genérico,Regulado,107.54,107.54,122.2,129.57,129.57,130.35,130.35,131.15,131.15,134.43,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538001302158115,1553700130029,7898902274727,    -     ,    -     ,CLORIDRATO DE IRINOTECANO,20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML ,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Genérico,Regulado,1201.0,1201.0,1364.77,1446.99,1446.99,1455.76,1455.76,1464.63,1464.63,1501.25,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO TRIIDRATADO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504420080066307,1163701590017,7896014665143,    -     ,    -     ,CLORIDRATO DE IRINOTECANO,20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Genérico,Regulado,486.11,486.11,552.4,585.67,585.67,589.22,589.22,592.82,592.82,607.64,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO TRIIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508012080094006,1004308910034,7891317470821,    -     ,    -     ,CLORIDRATO DE IRINOTECANO,20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Genérico,Regulado,11829.44,11829.44,13442.55,14252.33,14252.33,14338.71,14338.71,14426.14,14426.14,14786.8,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO TRIIDRATADO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504420080066407,1163701590033,7896014665167,    -     ,    -     ,CLORIDRATO DE IRINOTECANO,20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Genérico,Regulado,1201.05,1201.05,1364.83,1447.05,1447.05,1455.82,1455.82,1464.69,1464.69,1501.31,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538001301151117,1553700130010,7898902274734,    -     ,    -     ,CLORIDRATO DE IRINOTECANO,20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML ,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Genérico,Regulado,486.1,486.1,552.39,585.66,585.66,589.21,589.21,592.8,592.8,607.63,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE LIDOCAINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511606804150112,1134301020015,7898123905219,    -     ,    -     ,CLORIDRATO DE LIDOCAÍNA,20 MG/ML SOL INJ CX 25 FA VD TRANS X 20 ML,N1B1 - ANESTÉSICOS LOCAIS MEDICINAIS INJETÁVEIS,Genérico,Regulado,103.81,103.81,117.97,125.07,125.07,125.83,125.83,126.6,126.6,129.76,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE LIDOCAINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511606803154114,1134301020023,7898123903833,    -     ,    -     ,CLORIDRATO DE LIDOCAÍNA,20 MG/ML SOL INJ CX 100 AMP VD TRANS X 5 ML ,N1B1 - ANESTÉSICOS LOCAIS MEDICINAIS INJETÁVEIS,Genérico,Regulado,183.09,183.09,208.06,220.59,220.59,221.93,221.93,223.28,223.28,228.86,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE LIDOCAINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511606802166119,1134301120011,7898123905660,    -     ,    -     ,CLORIDRATO DE LIDOCAÍNA,20 MG/G GEL TOP CX 100 BG AL X 30G,N1B3 - ANESTÉSICOS LOCAIS TÓPICOS,Genérico,Regulado,480.43,480.43,545.94,578.83,578.83,582.34,582.34,585.89,585.89,600.54,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508029802110118,1004311340065,7891317472139,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS TRANS X 60,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,121.55,121.55,138.13,146.45,146.45,147.33,147.33,148.23,148.23,151.94,168.04,190.96,202.46,202.46,203.68,203.68,204.92,204.92,210.05,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528518070136606,1256802640072,7899547508475,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS PVC TRANS X 200,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,933.97,933.97,1061.33,1125.26,1125.26,1132.08,1132.08,1138.99,1138.99,1167.46,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528518070136206,1256802640031,7899547508437,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS PVC TRANS X 60,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,280.18,280.18,318.39,337.57,337.57,339.61,339.61,341.68,341.68,350.23,387.33,440.16,466.67,466.67,469.49,469.49,472.35,472.35,484.17,Não,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528518070136406,1256802640056,7899547508451,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS PVC TRANS X 120,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,560.38,560.38,636.8,675.16,675.16,679.25,679.25,683.39,683.39,700.48,774.69,880.34,933.37,933.37,939.02,939.02,944.75,944.75,968.37,Não,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528518070136106,1256802640021,7899547508420,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS PVC TRANS X 30,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,140.09,140.09,159.19,168.78,168.78,169.81,169.81,170.84,170.84,175.11,193.67,220.07,233.33,233.33,234.75,234.75,236.18,236.18,242.08,Não,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520714010089406,1037005950168,7896112167235,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10MG COM REV CT BL AL PVDC 250/120 TRANS X 500 (EMB HOSP),N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,2342.38,2342.38,2661.8,2822.14,2822.14,2839.25,2839.25,2856.56,2856.56,2927.98,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919120094117,1057305700021,7896181924265,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS TRANS X 60,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,281.03,281.03,319.35,338.59,338.59,340.64,340.64,342.72,342.72,351.29,388.51,441.48,468.08,468.08,470.91,470.91,473.79,473.79,485.64,Não,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MEMANTINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919120094017,1057305700013,7896181924258,    -     ,    -     ,CLORIDRATO DE MEMANTINA,10 MG COM REV CT BL AL PLAS TRANS X 30,N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER,Genérico,Regulado,140.52,140.52,159.68,169.3,169.3,170.33,170.33,171.37,171.37,175.65,194.26,220.75,234.05,234.05,235.47,235.47,236.91,236.91,242.83,Não,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE METFORMINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512050118806,1256801510159,7899547502978,    -     ,    -     ,CLORIDRATO DE METFORMINA,850 MG COM REV CT BL AL PLAS TRANS X 320 (EMB FRAC),A10J1 - ANTIDIABÉTICOS BIGUANIDAS PUROS,Genérico,Regulado,120.04,120.04,136.41,144.63,144.63,145.5,145.5,146.39,146.39,150.05,165.95,188.58,199.94,199.94,201.15,201.15,202.38,202.38,207.44,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MIDAZOLAM,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526320070015507,1140200910079,7898487600492,    -     ,    -     ,CLORIDRATO DE MIDAZOLAM,5 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 3 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,451.96,451.96,513.59,544.53,544.53,547.83,547.83,551.17,551.17,564.95,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MIDAZOLAM,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526320070015407,1140200910036,7898487600461,    -     ,    -     ,CLORIDRATO DE MIDAZOLAM,1 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 5 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,210.54,210.54,239.25,253.66,253.66,255.2,255.2,256.76,256.76,263.18,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MIDAZOLAM,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526320070015607,1140200910117,7898487600812,    -     ,    -     ,CLORIDRATO DE MIDAZOLAM,5 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,1064.18,1064.18,1209.3,1282.14,1282.14,1289.91,1289.91,1297.78,1297.78,1330.23,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MOXIFLOXACINO,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511815030009906,1038700660014,7898122913987,    -     ,    -     ,CLORIDRATO DE MOXIFLOXACINO,"1,6 MG/ML SOL INFUS IV CX FA PLAS PE TRANS SIST FECH X 250 ML",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,109.2,109.2,124.09,131.57,131.57,132.36,132.36,133.17,133.17,136.5,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MOXIFLOXACINO,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532417100020806,1468200580019,7898524981768,    -     ,    -     ,CLORIDRATO DE MOXIFLOXACINO,"1,60 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 250ML",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,109.2,109.2,124.09,131.57,131.57,132.36,132.36,133.17,133.17,136.5,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE MOXIFLOXACINO,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525312040034306,1267501470068,7895296111096,    -     ,    -     ,CLORIDRATO DE MOXIFLOXACINO,400 MG COM REV CT BL AL AL X 7,J1G1 - FLUORQUINOLONAS ORAIS,Genérico,Regulado,102.61,102.61,116.6,123.63,123.63,124.38,124.38,125.13,125.13,128.26,141.85,161.19,170.91,170.91,171.95,171.95,172.98,172.98,177.31,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
